name,category,city,address,court_count,lights,access,hours,phone,reserve_url,info_url,directions_url,notes,lat,lng,map_accuracy,id
George Elder Park Tennis Courts,open,Monterey Park,"2101 Lupine Ave., Monterey Park, CA 91755",,yes,"Public drop-in courts, subject to classes and posted programming.",,,https://www.montereypark.ca.gov/1434/Recreation-Activities,https://www.montereypark.ca.gov/facilities/facility/details/George-Elder-Park-9,https://www.google.com/maps/search/?api=1&query=2101+Lupine+Ave.%2C+Monterey+Park%2C+CA+91755,,,,pending address/facility match,open-george-elder-park-tennis-courts
Highlands Park Tennis Courts,open,Monterey Park,"400 Casuda Canyon Dr., Monterey Park, CA 91754",2,yes,"Public drop-in courts, subject to classes and posted programming.",,,https://www.montereypark.ca.gov/1434/Recreation-Activities,https://www.montereypark.ca.gov/Facilities/Facility/Details/Highlands-Park-8,https://www.google.com/maps/search/?api=1&query=400+Casuda+Canyon+Dr.%2C+Monterey+Park%2C+CA+91754,,,,pending address/facility match,open-highlands-park-tennis-courts
Sequoia Park Tennis Courts,open,Monterey Park,"750 Ridgecrest St., Monterey Park, CA 91754",2,yes,"Public drop-in courts, subject to classes and posted programming.",,,https://www.montereypark.ca.gov/1434/Recreation-Activities,https://www.montereypark.ca.gov/facilities/facility/details/Sequoia-Park-14,https://www.google.com/maps/search/?api=1&query=750+Ridgecrest+St.%2C+Monterey+Park%2C+CA+91754,,,,pending address/facility match,open-sequoia-park-tennis-courts
Sunnyslopes Park Tennis Courts,open,Monterey Park,"1599 Sunnyslope Dr., Monterey Park, CA 91754",2,yes,"Public drop-in courts, subject to classes and posted programming.",,,https://www.montereypark.ca.gov/1434/Recreation-Activities,https://www.montereypark.ca.gov/facilities/facility/details/Sunnyslopes-Park-16,https://www.google.com/maps/search/?api=1&query=1599+Sunnyslope+Dr.%2C+Monterey+Park%2C+CA+91754,,,,pending address/facility match,open-sunnyslopes-park-tennis-courts
Brenner Park,open,Pasadena,"235 Barthe Dr., Pasadena, CA 91103",,yes,Public park court; check city page for permitted-use reservation options.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=235+Barthe+Dr.%2C+Pasadena%2C+CA+91103,,,,pending address/facility match,open-brenner-park
Brookside Park,open,Pasadena,"360 N. Arroyo Blvd., Pasadena, CA 91103",,yes,Public park court; check city page for permitted-use reservation options.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=360+N.+Arroyo+Blvd.%2C+Pasadena%2C+CA+91103,,,,pending address/facility match,open-brookside-park
Eaton Blanche Park,open,Pasadena,"3100 E. Del Mar Blvd., Pasadena, CA 91107",2,yes,Public park courts; check city page for permitted-use reservation options.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=3100+E.+Del+Mar+Blvd.%2C+Pasadena%2C+CA+91107,,,,pending address/facility match,open-eaton-blanche-park
Grant Park,open,Pasadena,"232 S. Michigan Ave., Pasadena, CA 91106",2,yes,Public park courts; check city page for permitted-use reservation options.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=232+S.+Michigan+Ave.%2C+Pasadena%2C+CA+91106,,,,pending address/facility match,open-grant-park
Hamilton Park,open,Pasadena,"3680 Cartwright St., Pasadena, CA 91107",2,yes,Public park courts; check city page for permitted-use reservation options.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=3680+Cartwright+St.%2C+Pasadena%2C+CA+91107,,,,pending address/facility match,open-hamilton-park
McKinley School Courts,open,Pasadena,"325 S. Oak Knoll Ave., Pasadena, CA 91101",,no,Public access is limited to posted after-school/weekend hours; closes at dusk.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=325+S.+Oak+Knoll+Ave.%2C+Pasadena%2C+CA+91101,,,,pending address/facility match,open-mckinley-school-courts
Washington Park,open,Pasadena,"700 E. Washington Blvd., Pasadena, CA 91104",,unknown,Public park courts; lighting not stated on the main listing.,,,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.cityofpasadena.net/parks-and-rec/sports-field/tennis-courts/,https://www.google.com/maps/search/?api=1&query=700+E.+Washington+Blvd.%2C+Pasadena%2C+CA+91104,,,,pending address/facility match,open-washington-park
Anderson Park Tennis Courts,open,Redondo Beach,"2229 Ernest Ave., Redondo Beach, CA 90278",2,yes,Open play when not used by city classes; private instruction requires a permit.,,,https://www.redondo.org/departments/community_services/recreation_facilities/index.php,https://www.redondo.org/business_detail_T14_R125.php,https://www.google.com/maps/search/?api=1&query=2229+Ernest+Ave.%2C+Redondo+Beach%2C+CA+90278,,,,pending address/facility match,open-anderson-park-tennis-courts
Clover Park Tennis Courts,open,Santa Monica,"2600 Ocean Park Blvd., Santa Monica, CA 90405",2,yes,Open public courts; subject to posted programming.,,,https://www.santamonica.gov/programs/tennis,https://www.santamonica.gov/programs/tennis,https://www.google.com/maps/search/?api=1&query=2600+Ocean+Park+Blvd.%2C+Santa+Monica%2C+CA+90405,,,,pending address/facility match,open-clover-park-tennis-courts
Douglas Park Tennis Courts,open,Santa Monica,"2439 Wilshire Blvd., Santa Monica, CA 90403",2,yes,Open public courts; subject to posted programming.,,,https://www.santamonica.gov/programs/tennis,https://www.santamonica.gov/programs/tennis,https://www.google.com/maps/search/?api=1&query=2439+Wilshire+Blvd.%2C+Santa+Monica%2C+CA+90403,,,,pending address/facility match,open-douglas-park-tennis-courts
Los Amigos Park Tennis Court,open,Santa Monica,"500 Hollister Ave., Santa Monica, CA 90405",1,yes,Available when school classes or sponsored programs are not in session.,Typically evenings/weekends; verify current schedule.,,https://www.santamonica.gov/programs/tennis,https://www.santamonica.gov/programs/tennis,https://www.google.com/maps/search/?api=1&query=500+Hollister+Ave.%2C+Santa+Monica%2C+CA+90405,,,,pending address/facility match,open-los-amigos-park-tennis-court
Marine Park Tennis Courts,open,Santa Monica,"1406 Marine St., Santa Monica, CA 90405",3,yes,Open public courts; subject to posted programming.,Daily hours listed by city.,,https://www.santamonica.gov/programs/tennis,https://www.santamonica.gov/programs/tennis,https://www.google.com/maps/search/?api=1&query=1406+Marine+St.%2C+Santa+Monica%2C+CA+90405,,,,pending address/facility match,open-marine-park-tennis-courts
Memorial Park Tennis Courts,open,Santa Monica,"1401 Olympic Blvd., Santa Monica, CA 90404",4,yes,Open public courts; subject to posted programming.,,,https://www.santamonica.gov/programs/tennis,https://www.santamonica.gov/programs/tennis,https://www.google.com/maps/search/?api=1&query=1401+Olympic+Blvd.%2C+Santa+Monica%2C+CA+90404,,,,pending address/facility match,open-memorial-park-tennis-courts
Santa Monica High School Tennis Courts,open,Santa Monica,"601 Pico Blvd., Santa Monica, CA 90405",7,no,Public access/permit rules and school scheduling apply.,,,https://www.santamonica.gov/programs/tennis,https://www.santamonica.gov/programs/tennis,https://www.google.com/maps/search/?api=1&query=601+Pico+Blvd.%2C+Santa+Monica%2C+CA+90405,,,,pending address/facility match,open-santa-monica-high-school-tennis-courts
Garfield Park Tennis Courts,open,South Pasadena,"1000 Park Ave., South Pasadena, CA 91030",2,yes,Public park courts; first-come except for scheduled classes or permitted programming.,,,https://www.southpasadenaca.gov/Your-Government/Department-Service-Areas/Community-Services/Administration/Parks-Facilities-Directory,https://www.southpasadenaca.gov/Your-Government/Department-Service-Areas/Community-Services/Administration/Parks-Facilities-Directory,https://www.google.com/maps/search/?api=1&query=1000+Park+Ave.%2C+South+Pasadena%2C+CA+91030,,,,pending address/facility match,open-garfield-park-tennis-courts
Orange Grove Park Tennis Courts,open,South Pasadena,"815 Mission St., South Pasadena, CA 91030",2,yes,Public park courts; first-come except for scheduled classes or permitted programming.,,,https://www.southpasadenaca.gov/Your-Government/Department-Service-Areas/Community-Services/Administration/Parks-Facilities-Directory,https://www.southpasadenaca.gov/Your-Government/Department-Service-Areas/Community-Services/Administration/Parks-Facilities-Directory,https://www.google.com/maps/search/?api=1&query=815+Mission+St.%2C+South+Pasadena%2C+CA+91030,,,,pending address/facility match,open-orange-grove-park-tennis-courts
El Retiro Park Tennis Courts,open,Torrance,"126 Vista del Parque, Redondo Beach, CA 90277",,yes,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/El-Retiro-Park,https://www.google.com/maps/search/?api=1&query=126+Vista+del+Parque%2C+Redondo+Beach%2C+CA+90277,,,,pending address/facility match,open-el-retiro-park-tennis-courts
Hickory Park Tennis Courts,open,Torrance,"2850 232nd St., Torrance, CA 90505",,yes,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/Hickory-Park,https://www.google.com/maps/search/?api=1&query=2850+232nd+St.%2C+Torrance%2C+CA+90505,,,,pending address/facility match,open-hickory-park-tennis-courts
La Romeria Park Tennis Courts,open,Torrance,"19501 S. Inglewood Ave., Torrance, CA 90503",,unknown,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/La-Romeria-Park,https://www.google.com/maps/search/?api=1&query=19501+S.+Inglewood+Ave.%2C+Torrance%2C+CA+90503,,,,pending address/facility match,open-la-romeria-park-tennis-courts
Paradise Park Tennis Courts,open,Torrance,"5006 Lee St., Torrance, CA 90503",,unknown,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/Paradise-Park,https://www.google.com/maps/search/?api=1&query=5006+Lee+St.%2C+Torrance%2C+CA+90503,,,,pending address/facility match,open-paradise-park-tennis-courts
Sur La Brea Park Tennis Courts,open,Torrance,"23610 Cabrillo Ave., Torrance, CA 90501",,unknown,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/Sur-La-Brea-Park,https://www.google.com/maps/search/?api=1&query=23610+Cabrillo+Ave.%2C+Torrance%2C+CA+90501,,,,pending address/facility match,open-sur-la-brea-park-tennis-courts
Walteria Park Tennis Courts,open,Torrance,"3855 242nd St., Torrance, CA 90505",,yes,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/Walteria-Park,https://www.google.com/maps/search/?api=1&query=3855+242nd+St.%2C+Torrance%2C+CA+90505,,,,pending address/facility match,open-walteria-park-tennis-courts
Wilson Park Tennis Courts,open,Torrance,"2200 Crenshaw Blvd., Torrance, CA 90501",,unknown,Public park court; follow posted use and rotation rules.,,,https://www.torranceca.gov/Our-Community/Parks,https://www.torranceca.gov/Our-Community/Parks/Wilson-Park-Charles-H,https://www.google.com/maps/search/?api=1&query=2200+Crenshaw+Blvd.%2C+Torrance%2C+CA+90501,,,,pending address/facility match,open-wilson-park-tennis-courts
Altadena Town & Country Club,club,Altadena,"2290 Country Club Dr., Altadena, CA 91001",,unknown,Private country club; membership or guest access applies.,,,https://www.altaclub.com/,https://www.altaclub.com/,https://www.google.com/maps/search/?api=1&query=2290+Country+Club+Dr.%2C+Altadena%2C+CA+91001,,,,pending address/facility match,club-altadena-town-country-club
Flint Canyon Tennis Club,club,La Cañada Flintridge,"265 Berkshire Ave., La Cañada Flintridge, CA 91011",13,yes,Private membership club; contact the club for access.,,(818) 790-3355,https://flintcanyontennisclub.com/membership/,https://flintcanyontennisclub.com/membership/,https://www.google.com/maps/search/?api=1&query=265+Berkshire+Ave.%2C+La+Ca%C3%B1ada+Flintridge%2C+CA+91011,,,,pending address/facility match,club-flint-canyon-tennis-club
Virginia Country Club,club,Long Beach,"4602 N. Virginia Rd., Long Beach, CA 90807",,unknown,Private country club; membership or guest access applies.,,,https://www.vcc1909.org/,https://www.vcc1909.org/,https://www.google.com/maps/search/?api=1&query=4602+N.+Virginia+Rd.%2C+Long+Beach%2C+CA+90807,,,,pending address/facility match,club-virginia-country-club
Griffin Club Los Angeles,club,Los Angeles,"3084 Motor Ave., Los Angeles, CA 90064",7,yes,Private members-only club; contact membership or schedule a tour.,,(310) 836-4400,https://griffinclubla.com/membership/,https://griffinclubla.com/membership/,https://www.google.com/maps/search/?api=1&query=3084+Motor+Ave.%2C+Los+Angeles%2C+CA+90064,,,,pending address/facility match,club-griffin-club-los-angeles
Los Angeles Tennis Club,club,Los Angeles,"5851 Clinton St., Los Angeles, CA 90004",16,unknown,Private membership club; contact membership for access.,,(323) 464-3195,https://www.latennisclub.com/,https://www.latennisclub.com/,https://www.google.com/maps/search/?api=1&query=5851+Clinton+St.%2C+Los+Angeles%2C+CA+90004,,,,pending address/facility match,club-los-angeles-tennis-club
Mulholland Tennis Club,club,Los Angeles,"2555 Crest View Dr., Los Angeles, CA 90046",7,yes,Private membership club; contact the club for access.,,(323) 244-2600,https://www.mulhollandtennisclub.com/,https://www.mulhollandtennisclub.com/,https://www.google.com/maps/search/?api=1&query=2555+Crest+View+Dr.%2C+Los+Angeles%2C+CA+90046,,,,pending address/facility match,club-mulholland-tennis-club
Riviera Tennis Club,club,Los Angeles,"1250 Capri Dr., Pacific Palisades, CA 90272",24,unknown,Private club; membership or guest access applies.,,,https://www.therivieracountryclub.com/tennis-club,https://www.therivieracountryclub.com/tennis-club,https://www.google.com/maps/search/?api=1&query=1250+Capri+Dr.%2C+Pacific+Palisades%2C+CA+90272,,,,pending address/facility match,club-riviera-tennis-club
Toluca Lake Tennis & Fitness Club,club,Los Angeles,"6711 Forest Lawn Dr., Los Angeles, CA 90068",6,unknown,Private club; membership or guest rules apply.,,,https://www.tltennisandfitness.com/,https://www.tltennisandfitness.com/,https://www.google.com/maps/search/?api=1&query=6711+Forest+Lawn+Dr.%2C+Los+Angeles%2C+CA+90068,,,,pending address/facility match,club-toluca-lake-tennis-fitness-club
San Marino Tennis Center,club,San Marino,"1196 St. Albans Rd., San Marino, CA 91108",,unknown,Membership/community tennis center; contact the foundation for access.,,,https://sanmarinotennis.org/,https://sanmarinotennis.org/,https://www.google.com/maps/search/?api=1&query=1196+St.+Albans+Rd.%2C+San+Marino%2C+CA+91108,,,,pending address/facility match,club-san-marino-tennis-center
Arroyo Seco Racquet Club,club,South Pasadena,"1055 Lohman Ln., South Pasadena, CA 91030",9,yes,Membership-based racquet club; contact the operator for access.,,,https://www.itennis.com/arroyo-seco-racquet-club/,https://www.itennis.com/arroyo-seco-racquet-club/,https://www.google.com/maps/search/?api=1&query=1055+Lohman+Ln.%2C+South+Pasadena%2C+CA+91030,,,,pending address/facility match,club-arroyo-seco-racquet-club
Live Oaks Tennis Association,club,South Pasadena,"1500 Oak Meadow Ln., South Pasadena, CA 91030",,unknown,Private neighborhood tennis association; membership rules apply.,,,https://liveoakstennis.com/,https://liveoakstennis.com/,https://www.google.com/maps/search/?api=1&query=1500+Oak+Meadow+Ln.%2C+South+Pasadena%2C+CA+91030,,,,pending address/facility match,club-live-oaks-tennis-association
Anaheim Tennis & Pickleball Center,pay,Anaheim,"975 S. State College Blvd., Anaheim, CA 92806",12,yes,"Public tennis center; court time, lessons, and programs available.",,(714) 991-9090,https://anaheimtenniscenter.com/,https://anaheimtenniscenter.com/,https://www.google.com/maps/search/?api=1&query=Anaheim+Tennis+%26+Pickleball+Center%2C+975+S.+State+College+Blvd.%2C+Anaheim%2C+CA+92806,Adjacent to Boysen Park.,,,pending address/facility match,pay-oc-anaheim-tennis-pickleball-center
Olive Hills Tennis Courts,open,Anaheim,"4200 E. Nohl Ranch Rd., Anaheim, CA 92807",6,no,Public courts.,,,,https://local.anaheim.net/comm_svc/parks/parkdetail.asp?dir=park_olive_hills_tennis_courts,https://www.google.com/maps/search/?api=1&query=Olive+Hills+Tennis+Courts%2C+4200+E.+Nohl+Ranch+Rd.%2C+Anaheim%2C+CA+92807,Six unlighted public courts.,,,pending address/facility match,open-oc-olive-hills-tennis-courts
Pearson Park Tennis Courts,open,Anaheim,"400 N. Harbor Blvd., Anaheim, CA 92805",,yes,Public park courts.,,,,https://www.anaheim.net/Facilities/Facility/Details/Pearson-Park-48,https://www.google.com/maps/search/?api=1&query=Pearson+Park+Tennis+Courts%2C+400+N.+Harbor+Blvd.%2C+Anaheim%2C+CA+92805,Lighted tennis courts.,,,pending address/facility match,open-oc-pearson-park-tennis-courts
Carbon Canyon Regional Park Tennis Courts,open,Brea,"4442 Carbon Canyon Rd., Brea, CA 92823",8,yes,Public regional-park courts; vehicle entry fee may apply.,7 AM-6 PM fall/winter; 7 AM-9 PM spring/summer.,(714) 973-3160,,https://ocparks.com/parks-trails/carbon-canyon-regional-park,https://www.google.com/maps/search/?api=1&query=Carbon+Canyon+Regional+Park+Tennis+Courts%2C+4442+Carbon+Canyon+Rd.%2C+Brea%2C+CA+92823,Eight lighted tennis courts.,,,pending address/facility match,open-oc-carbon-canyon-regional-park-tennis-courts
Ralph B. Clark Regional Park Tennis Courts,open,Buena Park,"8800 Rosecrans Ave., Buena Park, CA 90621",4,unknown,Public regional-park courts; vehicle entry fee may apply.,7 AM-6 PM fall/winter; 7 AM-9 PM spring/summer.,(714) 973-3170,,https://www.ocparks.com/clarkpark,https://www.google.com/maps/search/?api=1&query=Ralph+B.+Clark+Regional+Park+Tennis+Courts%2C+8800+Rosecrans+Ave.%2C+Buena+Park%2C+CA+90621,Four tennis courts.,,,pending address/facility match,open-oc-ralph-b-clark-regional-park-tennis-courts
Mile Square Regional Park Tennis Complex,open,Fountain Valley,"16801 Euclid St., Fountain Valley, CA 92708",,unknown,Public tennis complex in the city-operated recreation area.,7 AM-6 PM fall/winter; 7 AM-9 PM spring/summer.,(714) 973-6600,,https://www.ocparks.com/parks-trails/mile-square-regional-park,https://www.google.com/maps/search/?api=1&query=Mile+Square+Regional+Park+Tennis+Complex%2C+16801+Euclid+St.%2C+Fountain+Valley%2C+CA+92708,Tennis complex within the Fountain Valley recreation parcel.,,,pending address/facility match,open-oc-mile-square-regional-park-tennis-complex
Laguna Niguel Regional Park Tennis Courts,open,Laguna Niguel,"28241 La Paz Rd., Laguna Niguel, CA 92677",4,yes,Public regional-park courts; vehicle entry fee may apply.,7 AM-6 PM fall/winter; 7 AM-9 PM spring/summer.,(949) 923-2240,,https://www.ocparks.com/parks-trails/laguna-niguel-regional-park,https://www.google.com/maps/search/?api=1&query=Laguna+Niguel+Regional+Park+Tennis+Courts%2C+28241+La+Paz+Rd.%2C+Laguna+Niguel%2C+CA+92677,Four lighted tennis courts.,,,pending address/facility match,open-oc-laguna-niguel-regional-park-tennis-courts
Great Park Tennis Center,pay,Irvine,"8000 Great Park Blvd., Irvine, CA 92618",25,yes,Public tennis complex; programs and priority/reservation use may apply.,,(949) 724-6400,https://www.cityofirvine.org/tennis,https://www.cityofirvine.org/tennis,https://www.google.com/maps/search/?api=1&query=Great+Park+Tennis+Center%2C+8000+Great+Park+Blvd.%2C+Irvine%2C+CA+92618,Twenty-four courts plus a championship court.,,,pending address/facility match,pay-oc-great-park-tennis-center
Los Olivos Community Park Tennis Courts,open,Irvine,"101 Alfonso Dr., Irvine, CA 92618",3,unknown,Public community-park courts.,,(949) 724-6292,,https://webadmin.cityofirvine.org/civica/filebank/blobdload.asp?BlobID=31229,https://www.google.com/maps/search/?api=1&query=Los+Olivos+Community+Park+Tennis+Courts%2C+101+Alfonso+Dr.%2C+Irvine%2C+CA+92618,Three tennis courts; one has a hybrid pickleball overlay.,,,pending address/facility match,open-oc-los-olivos-community-park-tennis-courts
Blue Gum Park Tennis Courts,open,Irvine,"14 Aberdeen, Irvine, CA 92620",2,yes,Public neighborhood-park courts.,,,,https://www.cityofirvine.org/parks-facilities,https://www.google.com/maps/search/?api=1&query=Blue+Gum+Park+Tennis+Courts%2C+14+Aberdeen%2C+Irvine%2C+CA+92620,Two lighted tennis courts.,,,pending address/facility match,open-oc-blue-gum-park-tennis-courts
Edison Park Tennis Courts,open,Huntington Beach,"21377 Magnolia St., Huntington Beach, CA 92646",,yes,Public city courts; reservation options may be available.,Open for evening play to approximately 10 PM.,(714) 960-8870,,https://www.huntingtonbeachca.gov/departments/parks___recreation/parks___facilities/park_amenities.php,https://www.google.com/maps/search/?api=1&query=Edison+Park+Tennis+Courts%2C+21377+Magnolia+St.%2C+Huntington+Beach%2C+CA+92646,,,,pending address/facility match,open-oc-edison-park-tennis-courts
Green Park Tennis Courts,open,Huntington Beach,"17851 Seagate Dr., Huntington Beach, CA 92649",,yes,Public city courts.,Open for evening play to approximately 10 PM.,,,https://www.huntingtonbeachca.gov/departments/parks___recreation/parks___facilities/park_amenities.php,https://www.google.com/maps/search/?api=1&query=Green+Park+Tennis+Courts%2C+17851+Seagate+Dr.%2C+Huntington+Beach%2C+CA+92649,,,,pending address/facility match,open-oc-green-park-tennis-courts
LeBard Park Tennis Courts,open,Huntington Beach,"20461 Craimer Ln., Huntington Beach, CA 92646",,yes,Public city courts.,Open for evening play to approximately 10 PM.,,,https://www.huntingtonbeachca.gov/departments/parks___recreation/parks___facilities/park_amenities.php,https://www.google.com/maps/search/?api=1&query=LeBard+Park+Tennis+Courts%2C+20461+Craimer+Ln.%2C+Huntington+Beach%2C+CA+92646,,,,pending address/facility match,open-oc-lebard-park-tennis-courts
Marina Park Tennis Courts,open,Huntington Beach,"5562 Cross Dr., Huntington Beach, CA 92649",,yes,Public city courts.,Open for evening play to approximately 10 PM.,,,https://www.huntingtonbeachca.gov/departments/parks___recreation/parks___facilities/park_amenities.php,https://www.google.com/maps/search/?api=1&query=Marina+Park+Tennis+Courts%2C+5562+Cross+Dr.%2C+Huntington+Beach%2C+CA+92649,,,,pending address/facility match,open-oc-marina-park-tennis-courts
Murdy Park Tennis Courts,open,Huntington Beach,"7000 Norma Dr., Huntington Beach, CA 92647",4,yes,Public lighted courts; reservations available.,Evening play to approximately 10 PM.,(714) 960-8895,https://www.huntingtonbeachca.gov/business_detail_T9_R684.php,https://www.huntingtonbeachca.gov/business_detail_T9_R120.php,https://www.google.com/maps/search/?api=1&query=Murdy+Park+Tennis+Courts%2C+7000+Norma+Dr.%2C+Huntington+Beach%2C+CA+92647,Four lighted tennis courts.,,,pending address/facility match,open-oc-murdy-park-tennis-courts
Golden West College Tennis Courts,open,Huntington Beach,"15744 Goldenwest St., Huntington Beach, CA 92647",,yes,College courts listed by the city among local tennis facilities; verify current public access.,Evening lighting may be available.,(714) 892-7711,,https://www.huntingtonbeachca.gov/departments/parks___recreation/parks___facilities/park_amenities.php,https://www.google.com/maps/search/?api=1&query=Golden+West+College+Tennis+Courts%2C+15744+Goldenwest+St.%2C+Huntington+Beach%2C+CA+92647,,,,pending address/facility match,open-oc-golden-west-college-tennis-courts
Costa Mesa Tennis Center,pay,Costa Mesa,"880 Junipero Dr., Costa Mesa, CA 92626",12,yes,Public tennis center with court booking and programs.,Open daily; check current operating hours.,(714) 754-4894,https://www.costamesaca.gov/government/departments-and-divisions/parks-and-community-services/facilities/community-centers-golf-course-senior-center-tennis-center/costa-mesa-tennis-center,https://www.costamesaca.gov/government/departments-and-divisions/parks-and-community-services/facilities/community-centers-golf-course-senior-center-tennis-center/costa-mesa-tennis-center,https://www.google.com/maps/search/?api=1&query=Costa+Mesa+Tennis+Center%2C+880+Junipero+Dr.%2C+Costa+Mesa%2C+CA+92626,Twelve lighted courts.,,,pending address/facility match,pay-oc-costa-mesa-tennis-center
West Newport Park Tennis Courts,open,Newport Beach,"Seashore Dr. & Prospect St., Newport Beach, CA 92663",4,unknown,Public park courts.,,(949) 644-3151,,https://nbgis.newportbeachca.gov/RecFacilityImages/default.aspx?TAG=FACIL_061,https://www.google.com/maps/search/?api=1&query=West+Newport+Park+Tennis+Courts%2C+Seashore+Dr.+%26+Prospect+St.%2C+Newport+Beach%2C+CA+92663,,,,pending address/facility match,open-oc-west-newport-park-tennis-courts
Bonita Canyon Sports Park Tennis Courts,open,Newport Beach,"1990 Ford Rd., Newport Beach, CA 92660",2,unknown,Public park courts.,,(949) 644-3151,,https://nbgis.newportbeachca.gov/RecFacilityImages/default.aspx?TAG=FACIL_004,https://www.google.com/maps/search/?api=1&query=Bonita+Canyon+Sports+Park+Tennis+Courts%2C+1990+Ford+Rd.%2C+Newport+Beach%2C+CA+92660,,,,pending address/facility match,open-oc-bonita-canyon-sports-park-tennis-courts
San Joaquin Hills Park Tennis Courts,open,Newport Beach,"1550 Crown Dr. N., Newport Beach, CA 92660",4,unknown,Public park courts.,,(949) 644-3151,,https://nbgis.newportbeachca.gov/RecFacilityImages/default.aspx?TAG=FACIL_051,https://www.google.com/maps/search/?api=1&query=San+Joaquin+Hills+Park+Tennis+Courts%2C+1550+Crown+Dr.+N.%2C+Newport+Beach%2C+CA+92660,,,,pending address/facility match,open-oc-san-joaquin-hills-park-tennis-courts
Irvine Terrace Park Tennis Courts,open,Newport Beach,"721 Evita Dr., Newport Beach, CA 92625",2,unknown,Public park courts.,,(949) 644-3151,,https://nbgis.newportbeachca.gov/RecFacilityImages/default.aspx?TAG=FACIL_031,https://www.google.com/maps/search/?api=1&query=Irvine+Terrace+Park+Tennis+Courts%2C+721+Evita+Dr.%2C+Newport+Beach%2C+CA+92625,,,,pending address/facility match,open-oc-irvine-terrace-park-tennis-courts
Mariners Park Tennis Courts,open,Newport Beach,"1300 Irvine Ave., Newport Beach, CA 92660",2,unknown,Public park courts.,,(949) 644-3151,,https://nbgis.newportbeachca.gov/RecFacilityImages/default.aspx?TAG=FACIL_012,https://www.google.com/maps/search/?api=1&query=Mariners+Park+Tennis+Courts%2C+1300+Irvine+Ave.%2C+Newport+Beach%2C+CA+92660,,,,pending address/facility match,open-oc-mariners-park-tennis-courts
Fullerton Tennis Center,pay,Fullerton,"110 E. Valencia Mesa Dr., Fullerton, CA 92835",9,yes,Public tennis center; reservations and programs available.,Daily hours vary.,(714) 773-5776,https://www.cityoffullerton.com/government/departments/parks-recreation/facilities/tennis-center,https://www.cityoffullerton.com/government/departments/parks-recreation/facilities/tennis-center,https://www.google.com/maps/search/?api=1&query=Fullerton+Tennis+Center%2C+110+E.+Valencia+Mesa+Dr.%2C+Fullerton%2C+CA+92835,Nine lighted tennis courts.,,,pending address/facility match,pay-oc-fullerton-tennis-center
Veterans Sports Park Tennis Courts,pay,Tustin,"1645 Valencia Ave., Tustin, CA 92782",4,yes,Public courts; reservation fees apply for booked time.,Daily 6 AM-10 PM.,(714) 573-3326,https://www.tustinca.org/1141/Tennis-Courts,https://www.tustinca.org/1136/Veterans-Sports-Park,https://www.google.com/maps/search/?api=1&query=Veterans+Sports+Park+Tennis+Courts%2C+1645+Valencia+Ave.%2C+Tustin%2C+CA+92782,,,,pending address/facility match,pay-oc-veterans-sports-park-tennis-courts
Columbus Tustin Park Tennis Courts,open,Tustin,"14712 Prospect Ave., Tustin, CA 92780",4,yes,Public lighted park courts.,,(714) 573-3326,,https://www.tustinca.org/facilities/facility/details/Columbus-Tustin-Park-14,https://www.google.com/maps/search/?api=1&query=Columbus+Tustin+Park+Tennis+Courts%2C+14712+Prospect+Ave.%2C+Tustin%2C+CA+92780,,,,pending address/facility match,open-oc-columbus-tustin-park-tennis-courts
